,RREG,RHHNUM,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_2DGT,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_RETURN,RQ14_INDWORK,RQ15_2DGT,RQ16_2DGT,RQ17_AVEMINC,RQ18_NOMONTH,RQ19_RET,RQ20M_DTRET,RQ20Y_DTRET,RQ21_REASON,RQ22M_DTEXP,RQ22Y_DTEXP,RQ23_CASHREM,RQ24_CASHAMT,RQ25_MODE,RQ26_REMITTANCE_SPENT,RQ261P_CONSUM,RQ262P_INVEST,RQ263P_SAVINGS,RQ264P_GIFT,RQ265P_OTHERS,RQ27_RET6MOS,RQ28_CASHHOME,RQ29_INKIND,RQ30_KINDAMT,RSWGT,RP6M_IND,RSVYYR,RPRRCD
3846,16,3279,3,3,2,30,3,1,2023,1,04,93,1,1,213,24,1,51,96,0030000,56,2,  ,    , ,01,2025,1,   60000,1,AC   ,050,000,050,000,000,2,       ,2,        ,297.415,1,2023,200
3847,16,3280,2,2,1,34,3,8,2023,2,09,83,2,1,233,1,1,83,28,0015000,12,1,08,2023,4,  ,    ,1,  120000,1,A    ,100,000,000,000,000,1,0015000,2,        ,317.0338,1,2023,200
3848,16,3281,3,3,2,29,1,9,2022,1,10,52,1,1,234,13,1,51,96,0020000,12,2,  ,    , ,10,2023,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,285.3701,1,2023,200
3849,16,3281,5,3,2,26,1,10,2022,1,09,51,1,1,234,12,1,51,96,0020000,11,2,  ,    , ,10,2023,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,285.3701,1,2023,200
3850,16,3282,4,3,1,32,4,8,2023,2,10,83,1,2,500,9,1,83,52,0050000,36,1,08,2023,2,  ,    ,1,   20000,1,AC   ,080,000,020,000,000,1,0200000,2,        ,304.1944,1,2023,200
3851,16,3283,2,2,2,29,1,7,2023,2,04,91,1,1,234,24,1,51,96,0025000,02,2,  ,    , ,07,2025,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,588.7302,1,2023,300
3852,16,3284,3,3,2,42,1,1,2022,4,04,75,1,1,235,36,1,75,14,0023000,20,2,  ,    , ,01,2025,1,   78000,5,A    ,100,000,000,000,000,2,       ,2,        ,343.1478,1,2023,300
3853,16,3285,2,3,2,35,1,1,2021,4,04,52,1,1,231,36,1,91,96,0021000,32,2,  ,    , ,01,2024,1,   62000,5,A    ,100,000,000,000,000,2,       ,2,        ,343.1478,1,2023,300
3854,16,3286,3,3,1,28,2,9,2023,1,10,14,4, ,300,1,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,580.6706,2,2023,300
3855,16,3286,5,3,1,24,1,8,2023,1,09,33,4, ,300,1,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,402.6128,2,2023,300
3856,16,3286,8,4,1,39,2,8,2023,1,11,11,4, ,212,1,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,387.7002,2,2023,300
3857,16,3286,9,8,1,24,1,8,2020,1,10,09,4, ,234,0,2,  ,  ,       ,  ,1,08,2020,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,402.6128,2,2023,300
3858,16,3286,10,4,2,37,1,8,2023,4,10,41,4, ,212,1,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,343.1478,2,2023,300
3859,16,3287,1,1,1,63,1,7,2022,2,11,13,4, ,223,0,2,  ,  ,       ,  ,1,07,2022,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,378.4656,2,2023,300
3860,16,3288,2,3,1,30,3,7,2023,1,10,41,1,2,235,10,1,83,03,0080000,27,2,  ,    , ,05,2024,1,   32000,5,AC   ,050,000,050,000,000,2,       ,2,        ,555.7468,1,2023,300
3861,16,3289,2,2,2,41,1,9,2019,2,08,52,1,1,233,48,1,91,96,0030000,48,1,09,2023,2,  ,    ,1,   46000,5,AC   ,080,000,020,000,000,1,0200000,1,00038000,324.6586,1,2023,300
3862,16,3290,2,2,1,34,2,6,2022,2,04,54,1,1,214,24,1,93,31,0060000,58,2,  ,    , ,06,2024,1,  240000,5,AC   ,090,000,010,000,000,2,       ,2,        ,559.4589,1,2023,300
3863,16,3291,1,1,2,35,1,5,2019,2,04,09,1,1,233,41,1,91,96,0020000,41,1,10,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,349.5075,2,2023,300
3864,16,3292,2,2,2,34,3,8,2022,2,08,09,1,1,234,24,1,91,96,0025000,33,2,  ,    , ,08,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,540.6033,1,2023,300
3865,16,3293,6,3,2,24,1,7,2022,1,04,91,1,1,231,24,1,91,96,0023000,14,2,  ,    , ,07,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,429.7123,1,2023,300
3866,16,3294,2,2,2,35,3,8,2023,2,04,09,1,1,233,24,1,91,96,0022000,26,2,  ,    , ,08,2025,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,324.5926,1,2023,300
3867,16,3295,3,3,2,28,1,2,2023,1,10,23,1,1,233,24,1,23,85,0045000,07,2,  ,    , ,02,2025,1,   30000,5,AB   ,050,050,000,000,000,2,       ,2,        ,549.7599,1,2023,300
3868,16,3296,1,1,1,35,2,4,2022,2,04,92,1,2,213,30,1,92,03,0025000,42,2,  ,    , ,10,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,372.9476,1,2023,300
3869,16,3297,2,2,2,36,1,1,2021,2,04,09,1,1,234,35,1,91,96,0019000,32,2,  ,    , ,12,2023,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,350.9822,1,2023,300
3870,16,3298,1,1,2,44,4,9,2023,2,10,11,4, ,211,1,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,350.9822,2,2023,300
3871,16,3298,2,2,1,47,4,9,2023,2,10,13,4, ,211,1,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,387.567,2,2023,300
3872,16,3298,3,3,1,12,4,9,2023,1,02,09,4, ,211,1,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,464.5903,2,2023,300
3873,16,3299,6,3,2,35,1,12,2021,4,04,09,1,1,232,31,1,91,96,0020000,21,2,  ,    , ,07,2024,1,   35000,5,A    ,100,000,000,000,000,2,       ,2,        ,347.4008,1,2023,300
3874,16,3300,2,3,1,30,1,1,2023,1,08,35,1,1,300,24,1,93,10,0100000,08,2,  ,    , ,01,2025,1,  100000,1,AB   ,080,020,000,000,000,2,       ,1,00015000,587.8673,1,2023,300
3875,16,3301,2,2,1,39,4,6,2023,2,10,83,1,2,400,9,1,83,50,0045000,42,2,  ,    , ,03,2024,1,   30000,1,A    ,100,000,000,000,000,2,       ,2,        ,368.2267,1,2023,300
3876,16,3302,5,5,2,40,2,3,2022,2,10,09,1,1,221,24,1,91,96,0030000,28,2,  ,    , ,03,2024,1,   40000,1,AC   ,080,000,020,000,000,2,       ,2,        ,334.8657,1,2023,300
3877,16,3303,9,3,2,33,1,11,2022,2,09,09,1,1,231,24,1,91,96,0020000,10,2,  ,    , ,11,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,557.713,1,2023,300
3878,16,3304,2,2,2,36,2,12,2022,2,03,92,1,1,233,24,1,53,96,0021000,12,2,  ,    , ,12,2024,1,  126000,5,A    ,100,000,000,000,000,2,       ,2,        ,321.7337,1,2023,300
3879,16,3305,2,2,2,35,2,5,2023,2,10,92,1,1,234,12,1,91,96,0019000,39,2,  ,    , ,05,2024,1,   18000,5,AB   ,050,050,000,000,000,2,       ,2,        ,321.7337,1,2023,300
3880,16,3306,3,3,2,31,3,2,2022,4,04,33,1,1,231,26,1,51,96,0028000,58,2,  ,    , ,04,2024,1,   20000,5,A    ,100,000,000,000,000,2,       ,2,        ,565.9975,1,2023,300
3881,16,3307,2,3,2,39,3,7,2022,4,03,52,1,1,232,24,1,91,96,0025000,50,2,  ,    , ,07,2024,1,  148000,5,AB   ,020,080,000,000,000,2,       ,2,        ,339.8399,1,2023,300
3882,16,3308,2,2,1,63,2,12,2021,2,10,61,4, ,500,12,2,  ,  ,       ,  ,1,08,2022,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,374.8173,2,2023,300
3883,16,3309,2,2,2,32,1,6,2022,2,09,92,1,1,231,24,1,91,96,0021000,15,2,  ,    , ,06,2024,1,  108000,5,AB   ,030,070,000,000,000,2,       ,2,        ,551.7482,1,2023,300
3884,16,3310,4,5,2,28,1,8,2022,2,04,92,1,1,211,24,1,91,96,0022000,13,2,  ,    , ,08,2024,1,   76000,5,ABC  ,020,050,030,000,000,2,       ,2,        ,551.7482,1,2023,300
3885,16,3311,3,3,2,27,1,8,2023,1,02,52,1,1,232,24,1,91,96,0020000,01,2,  ,    , ,08,2025,1,   14000,5,A    ,100,000,000,000,000,2,       ,2,        ,568.8971,1,2023,300
3886,16,3312,2,2,2,43,1,8,2023,2,03,53,1,1,232,24,1,53,96,0021000,01,2,  ,    , ,08,2025,1,   21000,5,A    ,100,000,000,000,000,2,       ,2,        ,341.581,1,2023,300
3887,16,3313,3,4,2,58,2,2,2023,2,10,13,4, ,234,1,2,  ,  ,       ,  ,1,03,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,286.3629,2,2023,6700
3888,16,3314,2,2,1,38,5,8,2023,2,10,83,1,2,100,9,1,71,36,0090000,40,2,  ,    , ,05,2024,1,  100000,1,AC   ,050,000,050,000,000,2,       ,2,        ,373.6469,1,2023,6700
3889,16,3315,8,3,2,32,2,7,2022,2,10,52,1,1,235,41,1,91,96,0025000,16,2,  ,    , ,12,2025,1,   70000,5,AC   ,080,000,020,000,000,2,       ,1,00060000,420.9426,1,2023,6700
3890,16,3316,2,2,2,39,2,9,2022,2,04,52,1,1,232,24,1,91,96,0020000,48,2,  ,    , ,09,2024,1,   57000,5,AB   ,080,020,000,000,000,2,       ,2,        ,286.5301,1,2023,6700
3891,16,3317,10,3,1,30,1,2,2023,1,04,72,1,1,233,12,1,72,41,0028000,07,2,  ,    , ,02,2024,1,   30000,1,A    ,100,000,000,000,000,2,       ,2,        ,335.0294,1,2023,6700
3892,16,3318,2,2,2,40,2,2,2023,2,03,62,1,1,231,16,1,91,96,0020000,33,2,  ,    , ,06,2024,1,  105000,5,ABC  ,060,020,020,000,000,2,       ,2,        ,371.5938,1,2023,6700
3893,16,3319,3,3,2,26,1,7,2021,4,10,91,1,1,233,25,1,91,96,0022000,25,1,08,2023,2,  ,    ,1,   20000,5,AC   ,080,000,020,000,000,1,0015000,1,00017000,337.1452,1,2023,6700
3894,16,3320,4,3,2,35,1,4,2021,4,04,91,1,1,231,24,1,91,96,0015000,24,1,04,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0010000,2,        ,296.9766,1,2023,6700
3895,16,3321,7,3,1,39,1,1,2023,2,10,53,1,2,234,13,1,31,50,0070000,08,2,  ,    , ,02,2024,1,  240000,1,AC   ,080,000,020,000,000,2,       ,2,        ,381.976,1,2023,6700
3896,16,3322,3,3,1,29,1,8,2019,1,09,09,1,1,233,50,1,91,55,0020000,49,2,  ,    , ,10,2023,1,   21000,5,ACD  ,060,000,025,015,000,2,       ,2,        ,443.2161,1,2023,6700
3897,16,3323,3,5,1,42,3,6,2023,2,10,93,1,2,500,6,1,82,45,0040000,21,2,  ,    , ,12,2023,1,   58000,1,A    ,100,000,000,000,000,2,       ,2,        ,289.2077,1,2023,6700
3898,16,3324,81,3,2,39,1,12,2018,4,10,11,1,1,231,24,1,91,96,0015000,24,1,12,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,291.8062,2,2023,6700
3899,16,3324,82,3,2,25,1,6,2023,2,04,52,1,1,231,24,1,91,96,0022000,03,2,  ,    , ,06,2025,1,   22500,5,A    ,100,000,000,000,000,2,       ,2,        ,291.8062,1,2023,6700
3900,16,3325,3,3,2,39,1,9,2020,1,09,52,1,1,231,43,1,51,47,0030000,36,2,  ,    , ,04,2024,1,   96000,5,ABC  ,075,015,010,000,000,1,0030000,2,        ,298.5837,1,2023,6700
3901,16,3326,2,3,2,38,2,1,2022,1,09,52,1,1,233,24,1,53,96,0018000,44,2,  ,    , ,01,2024,1,   45000,5,ACD  ,060,000,025,015,000,2,       ,2,        ,355.178,1,2023,6700
3902,16,3327,81,2,2,38,1,12,2021,2,10,91,1,1,211,19,1,91,96,0034000,19,1,07,2023,4,  ,    ,1,   70000,5,AC   ,080,000,020,000,000,1,0020000,1,00021000,361.1303,1,2023,6700
3903,16,3328,2,2,1,33,1,5,2019,2,08,74,1,1,233,70,1,74,41,0020000,52,2,  ,    , ,03,2025,1,   48000,5,ACD  ,060,000,030,010,000,2,       ,2,        ,415.2969,1,2023,6700
3904,16,3329,2,2,2,32,3,2,2022,2,10,91,1,1,234,8,1,91,96,0018000,56,1,11,2022,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,401.1616,2,2023,6700
3905,16,3330,1,1,1,36,1,12,2018,2,10,74,1,1,232,13,1,74,95,0020000,13,1,01,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,356.0884,2,2023,6700
3906,16,3331,81,3,2,33,1,8,2021,1,03,52,1,1,400,52,1,51,56,0025000,25,2,  ,    , ,12,2025,1,   45000,5,A    ,100,000,000,000,000,2,       ,2,        ,370.957,1,2023,6700
3907,16,3332,2,3,2,40,1,12,2018,4,10,41,1,1,233,88,1,52,47,0050000,57,2,  ,    , ,88,8888,1,  120000,5,AC   ,080,000,020,000,000,2,       ,2,        ,332.7929,1,2023,6700
3908,16,3333,2,2,2,32,1,2,2023,2,10,32,1,1,500,40,1,32,86,0300000,07,2,  ,    , ,06,2026,1,  180000,1,A    ,100,000,000,000,000,2,       ,2,        ,428.0927,1,2023,6700
3909,16,3334,1,1,1,60,2,9,2021,3,08,61,1,1,234,24,1,93,25,0157761,48,1,09,2022,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,285.8474,2,2023,6700
3910,16,3335,3,3,2,40,1,9,2019,4,09,09,1,1,221,58,1,53,96,0030000,48,2,  ,    , ,07,2024,1,   39000,5,A    ,100,000,000,000,000,2,       ,2,        ,332.1501,1,2023,6800
3911,16,3336,5,7,2,52,3,8,2023,3,04,09,1,1,235,23,1,91,96,0020000,26,2,  ,    , ,07,2025,1,   10000,1,A    ,100,000,000,000,000,2,       ,2,        ,320.7786,1,2023,6800
3912,16,3337,2,2,1,33,2,8,2023,2,10,09,1,2,400,7,1,21,50,0200000,10,2,  ,    , ,03,2024,1,   50000,1,AC   ,050,000,050,000,000,2,       ,2,        ,469.2863,1,2023,6800
3913,16,3338,5,5,2,35,1,6,2022,2,04,93,1,1,231,23,1,91,96,0020000,15,2,  ,    , ,05,2024,1,   60000,5,A    ,100,000,000,000,000,2,       ,1,00002500,366.9961,1,2023,6800
3914,16,3339,81,2,2,42,1,9,2019,2,04,52,1,1,233,51,1,91,96,0020000,48,2,  ,    , ,12,2023,1,   24000,5,A    ,100,000,000,000,000,2,       ,2,        ,360.6657,1,2023,6800
3915,16,3340,81,2,2,43,1,7,2019,2,02,52,1,1,233,53,1,91,96,0020000,50,2,  ,    , ,12,2023,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,360.6657,1,2023,6800
3916,16,3341,2,2,2,29,1,9,2023,2,04,09,1,1,233,24,1,91,96,0020000,00,2,  ,    , ,09,2025,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,466.3458,1,2023,6800
3917,16,3342,2,2,2,44,3,8,2023,2,04,09,1,1,211,12,1,91,96,0040000,28,2,  ,    , ,08,2024,1,   14000,5,A    ,100,000,000,000,000,2,       ,2,        ,401.2971,1,2023,6800
3918,16,3343,3,3,2,33,1,4,2022,2,09,43,1,1,231,26,1,91,96,0025000,17,2,  ,    , ,06,2024,1,   90000,5,ABC  ,075,015,010,000,000,2,       ,2,        ,550.5267,1,2023,6800
3919,16,3344,4,3,2,24,1,8,2021,1,10,42,1,1,231,38,1,52,56,0025000,25,2,  ,    , ,10,2024,1,   40000,5,AC   ,080,000,020,000,000,2,       ,2,        ,423.2284,1,2023,6800
3920,16,3345,4,3,1,35,2,8,2022,1,10,09,1,1,222,13,1,52,56,0070000,54,1,09,2023,2,  ,    ,1,  150000,5,AB   ,047,053,000,000,000,1,0100000,1,00060000,378.0021,1,2023,6800
3921,16,3346,2,2,1,31,5,7,2023,2,10,09,1,2,222,9,1,31,50,0075000,52,2,  ,    , ,04,2024,1,  112000,1,ACD  ,075,000,010,015,000,2,       ,2,        ,481.8007,1,2023,6800
3922,16,3347,6,3,2,38,2,6,2023,2,10,09,1,1,234,11,1,33,68,0080000,48,2,  ,    , ,05,2024,1,   75000,1,AB   ,080,020,000,000,000,2,       ,2,        ,388.2004,1,2023,6800
3923,16,3347,7,5,1,38,2,6,2023,2,10,09,1,1,234,11,1,34,56,0120000,42,2,  ,    , ,05,2024,1,   90000,1,AB   ,070,030,000,000,000,2,       ,2,        ,365.6657,1,2023,6800
3924,16,3348,2,2,1,45,2,2,2022,2,08,61,1,1,234,24,1,51,55,0060000,43,2,  ,    , ,02,2024,1,   90000,1,A    ,100,000,000,000,000,2,       ,2,        ,286.8615,1,2023,6800
3925,16,3349,2,2,1,35,2,1,2023,2,10,09,1,1,213,24,1,72,41,0050000,45,2,  ,    , ,01,2025,1,  120000,1,A    ,100,000,000,000,000,2,       ,2,        ,373.0597,1,2023,6800
3926,16,3350,2,2,2,44,2,3,2023,2,04,09,1,1,234,36,1,91,96,0023000,33,2,  ,    , ,03,2026,1,   60000,5,ABC  ,070,020,010,000,000,2,       ,2,        ,405.6273,1,2023,6800
3927,16,3351,2,2,2,47,2,7,2023,2,04,09,1,1,211,29,1,91,96,0025000,44,2,  ,    , ,12,2025,1,   16000,5,A    ,100,000,000,000,000,2,       ,2,        ,334.3226,1,2023,6800
3928,16,3352,2,3,1,30,1,6,2023,1,04,93,1,1,221,30,1,51,56,0040000,03,2,  ,    , ,12,2025,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,489.1007,1,2023,6800
3929,16,3353,1,1,1,45,1,9,2019,2,10,09,1,1,234,11,1,51,56,0030000,11,1,08,2020,3,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,244.3513,2,2023,6800
3930,16,3353,2,2,2,43,1,8,2019,2,08,09,1,1,211,7,1,91,96,0033000,07,1,03,2020,3,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,327.3062,2,2023,6800
3931,16,3354,7,4,2,42,1,8,2022,2,10,93,1,1,500,22,1,52,47,0060000,13,2,  ,    , ,06,2024,1,   20000,5,A    ,100,000,000,000,000,2,       ,2,        ,327.3062,1,2023,6800
3932,16,3355,3,3,1,31,2,7,2023,1,10,54,1,2,400,7,1,83,50,0040000,10,2,  ,    , ,02,2024,1,   10000,5,A    ,100,000,000,000,000,2,       ,2,        ,494.4098,1,2023,6800
3933,16,3356,2,2,2,33,2,2,2020,2,04,52,1,1,231,24,1,91,96,0020000,48,1,11,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,261.9224,2,2023,8500
3934,16,3357,1,1,1,44,1,3,2023,2,10,24,1,1,214,6,1,92,01,0080000,06,1,09,2023,2,  ,    ,1,   75000,5,AC   ,060,000,040,000,000,1,0150000,2,        ,146.0349,1,2023,8500
3935,16,3357,2,2,2,40,1,4,2023,2,09,41,1,1,214,5,1,92,01,0080000,05,1,09,2023,2,  ,    ,1,   75000,5,AC   ,050,000,050,000,000,1,0175000,2,        ,153.1203,1,2023,8500
3936,16,3358,1,1,1,35,1,3,2023,2,04,83,1,1,214,5,1,21,01,0070000,05,1,08,2023,2,  ,    ,1,  272000,2,AC   ,050,000,050,000,000,1,0023000,2,        ,146.0349,1,2023,8500
3937,16,3359,3,2,1,54,3,2,2023,2,10,91,1,2,234,8,1,83,50,0040000,50,2,  ,    , ,10,2023,1,  360000,1,ACD  ,040,000,030,030,000,2,       ,2,        ,171.2042,1,2023,8500
3938,16,3360,4,3,1,31,5,5,2023,1,10,33,1,2,234,9,1,83,50,0060000,50,2,  ,    , ,02,2024,1,   64000,1,ACD  ,050,000,010,040,000,2,       ,1,00133000,208.2976,1,2023,8500
3939,16,3361,3,3,1,24,1,10,2022,1,10,09,1,2,500,14,1,83,30,0080000,11,2,  ,    , ,12,2023,1,   58000,5,ACD  ,055,000,035,010,000,2,       ,2,        ,150.2295,1,2023,8500
3940,16,3362,2,2,2,36,3,2,2020,2,10,52,1,1,232,47,1,91,96,0030000,36,2,  ,    , ,01,2024,1,    6000,3,A    ,100,000,000,000,000,2,       ,2,        ,244.9851,1,2023,30400
3941,16,3363,2,2,1,54,3,5,2022,2,10,83,1,1,233,24,1,52,46,0080000,41,2,  ,    , ,05,2024,1,  125000,1,AC   ,050,000,050,000,000,2,       ,1,00025000,208.7868,1,2023,30400
3942,16,3364,2,2,1,57,3,12,2020,2,10,74,1,1,234,36,1,74,43,0080000,36,2,  ,    , ,12,2023,1,  150000,1,ACD  ,050,000,040,010,000,2,       ,1,00020000,240.4761,1,2023,30400
3943,16,3365,81,2,2,45,1,8,2021,2,03,93,1,1,233,36,1,91,96,0019000,25,2,  ,    , ,08,2024,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,222.9869,1,2023,30400
3944,16,3366,2,2,2,42,1,10,2022,2,10,52,1,1,234,24,1,53,85,0040000,11,2,  ,    , ,10,2024,1,   25000,5,A    ,100,000,000,000,000,2,       ,2,        ,192.4686,1,2023,30400
3945,16,3367,8,3,2,36,1,9,2019,1,10,52,1,1,233,58,1,75,14,0020000,48,2,  ,    , ,07,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,192.4686,1,2023,30400
3946,16,3368,3,3,1,48,1,6,2022,2,09,83,1,1,233,26,1,83,41,0028000,15,2,  ,    , ,08,2024,1,   20000,5,A    ,100,000,000,000,000,2,       ,2,        ,164.03,1,2023,30400
3947,16,3369,2,3,1,36,1,7,2023,1,10,52,4, ,222,12,2,  ,  ,       ,  ,2,  ,    , ,07,2024,1,   20000,1,A    ,100,000,000,000,000,2,0000000,2,        ,181.3334,2,2023,30400
3948,16,3370,2,3,1,36,2,4,2020,3,04,83,1,1,400,53,1,83,49,0090000,41,2,  ,    , ,09,2024,1,  150000,1,A    ,100,000,000,000,000,1,0040000,2,        ,181.3334,1,2023,30400
3949,16,3371,2,2,2,48,2,8,2022,2,09,93,1,1,233,28,1,91,96,0060000,16,2,  ,    , ,12,2024,1,  120000,1,AC   ,050,000,050,000,000,2,       ,2,        ,176.468,1,2023,30400
3950,16,3372,4,3,2,32,1,2,2022,4,04,52,1,1,233,28,1,91,96,0060000,19,2,  ,    , ,06,2024,1,  126000,1,AC   ,075,000,025,000,000,2,       ,2,        ,176.8522,1,2023,30400
3951,16,3373,2,2,2,49,1,8,2021,2,04,51,1,1,232,25,1,91,96,0021000,25,1,09,2023,2,  ,    ,1,   38400,5,A    ,100,000,000,000,000,1,0150000,1,00005000,198.1231,1,2023,30400
3952,16,3374,2,2,1,46,1,11,2018,2,02,93,1,1,233,60,1,93,41,0022724,58,2,  ,    , ,11,2023,1,   78000,1,A    ,100,000,000,000,000,2,       ,2,        ,171.841,1,2023,30400
3953,16,3375,2,2,2,53,1,10,2018,2,03,52,1,1,231,7,1,91,96,0025000,07,1,05,2019,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,190.8701,2,2023,30400
3954,16,3376,3,3,1,22,1,8,2022,1,04,72,1,1,223,24,1,72,33,0025000,13,2,  ,    , ,08,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,211.405,1,2023,30400
3955,16,3377,2,2,2,38,1,4,2022,2,04,42,1,1,231,15,1,91,96,0018000,15,1,07,2023,2,  ,    ,1,   48000,5,AC   ,080,000,020,000,000,1,0005000,2,        ,219.1087,1,2023,30400
3956,16,3378,2,2,1,53,1,10,2018,2,10,71,1,1,233,60,1,21,71,0070000,59,2,  ,    , ,10,2023,1,  227000,1,AC   ,060,000,040,000,000,2,       ,2,        ,195.8986,1,2023,30400
3957,16,3379,5,8,2,39,2,7,2023,1,08,91,1,1,211,24,1,91,96,0020000,29,2,  ,    , ,07,2025,1,   24000,5,A    ,100,000,000,000,000,1,0050000,2,        ,229.8625,1,2023,30400
3958,16,3380,3,2,2,34,1,2,2023,2,04,52,1,1,232,25,1,91,86,0020000,07,2,  ,    , ,03,2025,1,   40000,5,AC   ,060,000,040,000,000,2,       ,2,        ,218.0655,1,2023,30400
3959,16,3381,3,3,2,44,1,8,2019,1,10,24,1,1,234,12,1,12,64,0050000,12,1,08,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,193.5684,2,2023,30400
3960,16,3382,5,5,1,29,1,12,2022,2,10,52,4, ,212,12,1,52,47,0025000,09,2,  ,    , ,12,2023,1,  120000,1,A    ,100,000,000,000,000,2,       ,2,        ,210.6998,1,2023,30400
3961,16,3383,6,7,2,58,1,1,2019,4,10,53,1,1,213,19,1,53,96,0037000,19,1,08,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,149.2338,2,2023,30400
3962,16,3384,4,3,1,26,1,6,2020,1,10,52,1,2,500,36,1,94,94,0100000,36,1,06,2023,2,  ,    ,1,   30000,1,ACD  ,040,000,050,010,000,1,0000300,2,        ,247.5722,1,2023,30400
3963,16,3385,2,3,2,26,1,10,2022,1,10,52,4, ,223,1,2,  ,  ,       ,  ,1,11,2022,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,187.4598,2,2023,30400
3964,16,3386,9,3,2,36,2,3,2023,1,10,22,1,1,300,27,1,22,86,0080000,40,2,  ,    , ,06,2025,1,   60000,5,A    ,100,000,000,000,000,2,       ,2,        ,197.6011,1,2023,30400
3965,16,3387,3,3,1,40,2,6,2020,4,10,31,1,1,233,11,1,31,42,0050000,38,1,12,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,192.2097,2,2023,30400
3966,16,3388,1,1,1,51,1,6,2023,2,10,09,4, ,222,0,2,  ,  ,       ,  ,1,06,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,168.4041,2,2023,30400
3967,16,3388,2,2,2,46,1,6,2023,2,11,26,4, ,222,0,2,  ,  ,       ,  ,1,06,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,187.0526,2,2023,30400
3968,16,3389,1,1,2,46,1,2,2019,4,04,33,4, ,222,0,2,  ,  ,       ,  ,1,02,2019,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,187.0526,2,2023,30400
