,region,household_unique_sequential_number,line_number,relationship,sex,age,times_left_year_ago,left_month,left_year,marital_status,highest_grade_completed,usual_occupation,reason_for_leaving,base,destination_country,expected_return,ever_worked,overseas_employment_type,overseas_industry,average_monthly_income,number_of_months_worked,has_returned_home,returned_home_month,returned_home_year,reason_for_returning,expected_return_home_month,expected_return_home_year,remittance_received,total_remittance,mode_of_remittance,remittance_spent,consumptions_percent,investments_percent,savings_percent,donation_percent,other_spending_percent,returned_apr_sep_2023,cash_brought_home,receive_goods,total_imputed_value,weight,past_six_month_indicator,survey_year,province_code,spent_consumptions,spent_investments,spent_savings,spent_donations,spent_other
1961,Central Visayas,1609,2,Spouse,Male,32,1,Jul,2023,Married,Junior high graduate,Craft and related trades worker,OFW with contract,Land,Qatar,24,True,Craft and related trades worker,Manufacturing,40000,2,False,Still Abroad,0,Still Abroad,Jul,2025,With Remittance,50000.0,Money Transfer Services,AB,60.0,40.0,0.0,0.0,0.0,False,0.0,False,0.0,2245.1285,1,2023,Cebu,True,True,False,False,False
1962,Central Visayas,1610,2,Spouse,Male,38,1,Nov,2022,Married,College graduate,Craft and related trades worker,OFW with contract,Sea,Australia,12,True,Plant and machine operators and assemblers,Transportation and Storage,50000,10,False,Still Abroad,0,Still Abroad,Nov,2023,With Remittance,180000.0,Bank,ABD,50.0,30.0,0.0,20.0,0.0,False,0.0,False,0.0,2431.8962,1,2023,Cebu,True,True,False,True,False
1963,Central Visayas,1611,3,Child,Male,27,3,Jun,2022,Single,College graduate,Elementary Occupations,OFW with contract,Sea,East Asia,10,True,Plant and machine operators and assemblers,Transportation and Storage,60000,30,True,May,2023,End of contract,Already Returned,0,With Remittance,40000.0,Bank,AC,60.0,0.0,40.0,0.0,0.0,True,200000.0,False,0.0,1992.5996,1,2023,Cebu,True,False,True,False,False
1964,Central Visayas,1612,81,Child,Female,44,1,Jan,2020,Married,Junior high graduate,Elementary Occupations,OFW without contract,Land,America,88,True,Clerical support workers,"Professional, Scientific, and Technical Activities",80000,44,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,5000.0,Money Transfer Services,AD,80.0,0.0,0.0,20.0,0.0,False,0.0,False,0.0,2554.6141,1,2023,Cebu,True,False,False,True,False
1965,Central Visayas,1612,82,Child,Female,41,1,Mar,2023,Married,Junior high graduate,Elementary Occupations,OFW without contract,Land,America,6,True,Clerical support workers,Human Health and Social Work Activities,100000,6,True,Sep,2023,Visit friends and relatives,Already Returned,0,With Remittance,55000.0,Money Transfer Services,AD,96.0,0.0,0.0,4.0,0.0,True,30000.0,True,7000.0,2554.6141,1,2023,Cebu,True,False,False,True,False
1966,Central Visayas,1613,2,Spouse,Male,36,99,Apr,2023,Married,College graduate,Manager,OFW with contract,Sea,Singapore,3,True,Plant and machine operators and assemblers,Transportation and Storage,58000,35,True,Jul,2023,End of contract,Already Returned,0,With Remittance,150000.0,Bank,ACD,75.0,0.0,20.0,5.0,0.0,True,10000.0,False,0.0,2168.812,1,2023,Cebu,True,False,True,True,False
1967,Central Visayas,1614,2,Child,Male,39,1,Oct,2018,Single,College graduate,Professionals,OFW with contract,Land,East Asia,56,True,Technicians and associate professionals,Manufacturing,120000,56,True,Jun,2023,End of contract,Already Returned,0,With Remittance,180000.0,Bank,ABC,40.0,10.0,50.0,0.0,0.0,True,100000.0,False,0.0,2498.7066,1,2023,Cebu,True,True,True,False,False
1968,Central Visayas,1615,1,Head,Male,39,8,Jan,2023,Married,College graduate,Technicians and associate professionals,OFW with contract,Land,United Arab Emirates,4,True,Technicians and associate professionals,Manufacturing,70000,32,True,May,2023,End of contract,Already Returned,0,With Remittance,360000.0,Bank,ABC,60.0,30.0,10.0,0.0,0.0,True,70000.0,False,0.0,2498.7066,1,2023,Cebu,True,True,True,False,False
1969,Central Visayas,1616,4,Child,Female,29,1,Nov,2019,Single,College undergraduate,Plant and machine operators and assemblers,OFW with contract,Land,Kuwait,32,True,Elementary Occupations,Other Service Activities,30000,32,True,Jul,2022,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,2209.0186,2,2023,Cebu,False,False,False,False,False
1970,Central Visayas,1617,2,Spouse,Male,36,6,Jun,2023,Married,College graduate,Plant and machine operators and assemblers,OFW with contract,Sea,Africa,9,True,Technicians and associate professionals,Transportation and Storage,150000,39,True,Sep,2023,Others,Already Returned,0,With Remittance,135000.0,Agency/Local Office,ABC,50.0,30.0,20.0,0.0,0.0,True,100000.0,False,0.0,2469.31,1,2023,Cebu,True,True,True,False,False
1971,Central Visayas,1618,6,Child,Male,29,2,May,2023,Single,Junior high graduate,Service and sales workers,OFW with contract,Land,Japan,36,True,Elementary Occupations,Construction,80000,40,False,Still Abroad,0,Still Abroad,May,2026,With Remittance,80000.0,Money Transfer Services,ABCD,50.0,20.0,25.0,5.0,0.0,False,0.0,False,0.0,2279.669,1,2023,Cebu,True,True,True,True,False
1972,Central Visayas,1619,4,Sibling,Female,26,1,Jun,2023,Single,College undergraduate,Service and sales workers,OFW with contract,Land,Saudi Arabia,24,True,Service and sales workers,Administrative and Support Service Activities,30000,3,False,Still Abroad,0,Still Abroad,Jun,2025,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,2233.3146,1,2023,Cebu,False,False,False,False,False
1973,Central Visayas,1620,7,Sibling,Female,28,1,Jan,2023,Married,Post secondary graduate,Service and sales workers,OFW with contract,Land,Hongkong,8,True,Elementary Occupations,Other Service Activities,30000,8,True,Sep,2023,Others,Already Returned,0,With Remittance,120000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,True,60000.0,False,0.0,1140.2448,1,2023,Negros Oriental,True,False,False,False,False
1974,Central Visayas,1621,1,Head,Female,79,1,Jul,2019,Widowed,College graduate,Professionals,Tourist,Not Applicable (Unemployed),America,2,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Sep,2019,Visit friends and relatives,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,805.1234,2,2023,Negros Oriental,False,False,False,False,False
1975,Central Visayas,1622,2,Spouse,Female,34,1,Sep,2022,Married,Junior high graduate,Service and sales workers,OFW with contract,Land,Kuwait,36,True,Service and sales workers,Accommodation and Food Service Activities,30000,12,False,Still Abroad,0,Still Abroad,Sep,2025,With Remittance,120000.0,Money Transfer Services,AC,66.0,0.0,34.0,0.0,0.0,False,0.0,False,0.0,1173.6332,1,2023,Negros Oriental,True,False,True,False,False
1976,Central Visayas,1623,2,Spouse,Female,53,1,Apr,2021,Married,Junior high graduate,Service and sales workers,OFW with contract,Land,United Arab Emirates,36,True,Elementary Occupations,Other Service Activities,20000,29,False,Still Abroad,0,Still Abroad,Apr,2024,With Remittance,38000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,827.1825,1,2023,Negros Oriental,True,False,False,False,False
1977,Central Visayas,1624,8,Spouse,Male,61,1,Apr,2023,Married,College graduate,Elementary Occupations,OFW with contract,Sea,America,6,True,Plant and machine operators and assemblers,Transportation and Storage,100000,5,False,Still Abroad,0,Still Abroad,Oct,2023,With Remittance,240000.0,Bank,ACD,80.0,0.0,10.0,10.0,0.0,False,0.0,False,0.0,735.9421,1,2023,Negros Oriental,True,False,True,True,False
1978,Central Visayas,1625,2,Spouse,Male,61,1,Dec,2022,Married,College graduate,Plant and machine operators and assemblers,OFW with contract,Sea,Europe,10,True,Technicians and associate professionals,Transportation and Storage,150000,9,False,Still Abroad,0,Still Abroad,Oct,2023,With Remittance,600000.0,Bank,AC,80.0,0.0,20.0,0.0,0.0,False,0.0,False,0.0,735.9421,1,2023,Negros Oriental,True,False,True,False,False
1979,Central Visayas,1626,1,Head,Male,73,1,May,2023,Married,College graduate,Professionals,Tourist,Not Applicable (Unemployed),America,1,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Jun,2023,Visit friends and relatives,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,724.7999,2,2023,Negros Oriental,False,False,False,False,False
1980,Central Visayas,1626,2,Spouse,Female,69,1,May,2023,Married,College graduate,Clerical support workers,Tourist,Not Applicable (Unemployed),America,1,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Jun,2023,Visit friends and relatives,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,698.7091,2,2023,Negros Oriental,False,False,False,False,False
1981,Central Visayas,1626,3,Child,Female,43,1,May,2023,Single,College graduate,Professionals,Tourist,Not Applicable (Unemployed),America,1,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Jun,2023,Visit friends and relatives,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,876.0298,2,2023,Negros Oriental,False,False,False,False,False
1982,Central Visayas,1627,7,Spouse's child,Female,35,1,Aug,2022,Married,College undergraduate,Service and sales workers,OFW with contract,Land,United Arab Emirates,24,True,Elementary Occupations,Other Service Activities,20000,13,False,Still Abroad,0,Still Abroad,Aug,2024,With Remittance,72000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1013.982,1,2023,Negros Oriental,True,False,False,False,False
1983,Central Visayas,1628,1,Head,Male,61,1,Oct,2018,Married,College undergraduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Land,United Arab Emirates,31,True,Craft and related trades worker,Construction,42000,31,True,May,2021,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,690.5135,2,2023,Negros Oriental,False,False,False,False,False
1984,Central Visayas,1628,2,Spouse,Female,61,1,Oct,2018,Married,College undergraduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Land,United Arab Emirates,31,True,Service and sales workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,30000,31,True,May,2021,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,766.681,2,2023,Negros Oriental,False,False,False,False,False
1985,Central Visayas,1629,2,Spouse,Female,45,1,Oct,2020,Married,Junior high graduate,Elementary Occupations,OFW with contract,Land,Kuwait,36,True,Elementary Occupations,Other Service Activities,20000,35,False,Still Abroad,0,Still Abroad,Oct,2023,With Remittance,42000.0,Other Mode,AC,50.0,0.0,50.0,0.0,0.0,False,0.0,False,0.0,776.1218,1,2023,Negros Oriental,True,False,True,False,False
1986,Central Visayas,1630,2,Spouse's child,Female,38,2,Dec,2022,Married,College graduate,Non-gainful occupations,OFW with contract,Land,Kuwait,36,True,Elementary Occupations,Other Service Activities,30000,9,False,Still Abroad,0,Still Abroad,Dec,2025,With Remittance,60000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,True,25500.0,922.2138,1,2023,Negros Oriental,True,False,False,False,False
1987,Central Visayas,1631,2,Spouse,Female,37,1,Aug,2022,Married,Junior high graduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Land,Saudi Arabia,24,True,Elementary Occupations,Other Service Activities,22000,13,False,Still Abroad,0,Still Abroad,Aug,2024,With Remittance,72000.0,Bank,AC,90.0,0.0,10.0,0.0,0.0,False,0.0,False,0.0,1016.4603,1,2023,Negros Oriental,True,False,True,False,False
1988,Central Visayas,1632,3,Spouse,Male,49,2,Sep,2022,Married,Junior high graduate,Service and sales workers,OFW with contract,Land,Saudi Arabia,24,True,Service and sales workers,Accommodation and Food Service Activities,48000,38,False,Still Abroad,0,Still Abroad,Sep,2024,With Remittance,170000.0,Bank,AC,50.0,0.0,50.0,0.0,0.0,False,0.0,False,0.0,596.8559,1,2023,Negros Oriental,True,False,True,False,False
1989,Central Visayas,1633,5,Sibling,Female,45,1,Jan,2022,Single,Junior high graduate,Elementary Occupations,OFW with contract,Land,Hongkong,24,True,Elementary Occupations,Other Service Activities,30000,20,False,Still Abroad,0,Still Abroad,Jan,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,635.0668,1,2023,Negros Oriental,False,False,False,False,False
1990,Central Visayas,1634,6,Child,Male,37,1,Mar,2022,Single,College graduate,Service and sales workers,OFW with contract,Land,Saudi Arabia,24,True,Service and sales workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,23000,18,False,Still Abroad,0,Still Abroad,Mar,2024,With Remittance,50000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1104.5163,1,2023,Negros Oriental,True,False,False,False,False
1991,Central Visayas,1635,2,Spouse,Male,34,1,Apr,2023,Married,College undergraduate,Craft and related trades worker,OFW with contract,Land,Singapore,7,True,Craft and related trades worker,Manufacturing,30000,5,False,Still Abroad,0,Still Abroad,Nov,2023,With Remittance,105000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1018.9005,1,2023,Negros Oriental,True,False,False,False,False
1992,Central Visayas,1636,3,Child,Female,48,1,May,2021,Married,College graduate,Professionals,OFW with contract,Land,United Arab Emirates,36,True,Elementary Occupations,Other Service Activities,35000,28,False,Still Abroad,0,Still Abroad,May,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,791.44,1,2023,Negros Oriental,False,False,False,False,False
1993,Central Visayas,1637,1,Head,Female,58,1,Jun,2023,Separated,College undergraduate,Manager,Tourist,Not Applicable (Unemployed),Australia,3,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Sep,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,818.4961,2,2023,Negros Oriental,False,False,False,False,False
1994,Central Visayas,1638,2,Other relative,Female,62,1,Feb,2023,Widowed,College graduate,Manager,Tourist,Not Applicable (Unemployed),America,10,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,False,Still Abroad,0,Still Abroad,Dec,2023,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,818.4961,2,2023,Negros Oriental,False,False,False,False,False
1995,Central Visayas,1639,3,Child,Female,37,1,Apr,2023,Married,Post secondary graduate,Service and sales workers,OFW with contract,Land,Hongkong,24,True,Elementary Occupations,Other Service Activities,30000,5,False,Still Abroad,0,Still Abroad,Apr,2025,With Remittance,75000.0,Money Transfer Services,AE,50.0,0.0,0.0,0.0,50.0,False,0.0,False,0.0,1011.1497,1,2023,Negros Oriental,True,False,False,False,True
1996,Central Visayas,1640,4,Spouse,Female,36,1,Apr,2023,Married,College undergraduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Land,Saudi Arabia,24,True,Elementary Occupations,Other Service Activities,25000,5,False,Still Abroad,0,Still Abroad,Apr,2025,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1011.1497,1,2023,Negros Oriental,False,False,False,False,False
1997,Central Visayas,1641,4,Child,Male,25,1,Apr,2023,Single,College graduate,Clerical support workers,Student,Not Applicable (Unemployed),Europe,10,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,False,Still Abroad,0,Still Abroad,Feb,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1169.8568,2,2023,Negros Oriental,False,False,False,False,False
1998,Central Visayas,1642,5,Grandchild,Female,23,1,Sep,2022,Single,College graduate,Elementary Occupations,OFW with contract,Land,Qatar,24,True,Elementary Occupations,Other Service Activities,20000,12,False,Still Abroad,0,Still Abroad,Sep,2024,With Remittance,48000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,150.2909,1,2023,Siquijor,True,False,False,False,False
1999,Central Visayas,1643,1,Head,Male,48,1,May,2019,Married,Post secondary graduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Land,Europe,10,True,Craft and related trades worker,Construction,300000,10,True,Mar,2020,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,93.0587,2,2023,Siquijor,False,False,False,False,False
2000,Central Visayas,1644,2,Child,Male,44,3,Aug,2022,Single,College graduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Sea,America,11,True,Plant and machine operators and assemblers,Transportation and Storage,80000,24,True,Jul,2023,End of contract,Already Returned,0,With Remittance,30000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,True,150000.0,False,0.0,137.3725,1,2023,Siquijor,True,False,False,False,False
2001,Central Visayas,1645,2,Spouse,Male,59,10,Apr,2023,Married,College graduate,Service and sales workers,OFW with contract,Sea,Europe,6,True,Plant and machine operators and assemblers,Transportation and Storage,106000,10,True,Sep,2023,End of contract,Already Returned,0,With Remittance,300000.0,Bank,AB,50.0,50.0,0.0,0.0,0.0,True,200000.0,True,11000.0,102.2297,1,2023,Siquijor,True,True,False,False,False
2002,Central Visayas,1646,1,Head,Male,69,1,Feb,2023,Married,Junior high graduate,Craft and related trades worker,Tourist,Not Applicable (Unemployed),America,3,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,May,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,143.0454,2,2023,Siquijor,False,False,False,False,False
2003,Central Visayas,1646,2,Spouse,Female,69,1,Feb,2023,Married,College undergraduate,Non-gainful occupations,Tourist,Not Applicable (Unemployed),America,3,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,May,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,95.5347,2,2023,Siquijor,False,False,False,False,False
2004,Central Visayas,1647,2,Spouse,Female,46,1,Dec,2021,Married,College graduate,Service and sales workers,OFW with contract,Land,Qatar,88,True,Elementary Occupations,Other Service Activities,21000,21,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,108000.0,Bank,AB,60.0,40.0,0.0,0.0,0.0,False,0.0,False,0.0,107.2151,1,2023,Siquijor,True,True,False,False,False
2005,Central Visayas,1647,3,Child,Female,25,1,Jan,2023,Single,College graduate,Clerical support workers,OFW with contract,Land,United Arab Emirates,10,True,Elementary Occupations,Other Service Activities,21000,8,False,Still Abroad,0,Still Abroad,Nov,2023,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,155.7802,1,2023,Siquijor,False,False,False,False,False
2006,Central Visayas,1648,2,Child,Female,41,2,May,2019,Separated,Junior high graduate,"Skilled agricultural, forestry and fishery workers",Tourist,Not Applicable (Unemployed),Europe,3,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Aug,2019,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,141.3626,2,2023,Siquijor,False,False,False,False,False
2007,Central Visayas,1649,4,Grandchild,Male,33,5,Sep,2022,Married,College graduate,Elementary Occupations,OFW with contract,Land,United Arab Emirates,20,True,Professionals,Human Health and Social Work Activities,140000,50,False,Still Abroad,0,Still Abroad,May,2024,With Remittance,120000.0,Money Transfer Services,ACD,80.0,0.0,15.0,5.0,0.0,False,0.0,False,0.0,212.8964,1,2023,Siquijor,True,False,True,True,False
2008,Central Visayas,1649,5,Grandchild,Male,31,3,Sep,2023,Married,College graduate,Elementary Occupations,OFW with contract,Land,United Arab Emirates,8,True,Manager,Accommodation and Food Service Activities,200000,36,False,Still Abroad,0,Still Abroad,May,2024,With Remittance,18000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,212.8964,1,2023,Siquijor,True,False,False,False,False
2009,Central Visayas,1650,81,Child,Female,35,1,Sep,2023,Married,College undergraduate,Elementary Occupations,Immigrant,Not Applicable (Unemployed),Taiwan,60,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,False,Still Abroad,0,Still Abroad,Sep,2028,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,159.4199,0,2023,Siquijor,False,False,False,False,False
2010,Central Visayas,1651,2,Other relative,Female,62,3,May,2023,Married,College graduate,Professionals,OFW with contract,Land,Australia,12,True,Professionals,Human Health and Social Work Activities,100000,55,False,Still Abroad,0,Still Abroad,May,2024,With Remittance,12000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,133.7399,1,2023,Siquijor,True,False,False,False,False
2011,Central Visayas,1652,2,Sibling,Male,29,3,Feb,2023,Single,College graduate,Manager,OFW with contract,Sea,Australia,5,True,Plant and machine operators and assemblers,Transportation and Storage,60000,22,True,Jul,2023,End of contract,Already Returned,0,With Remittance,88000.0,Bank,ABCD,50.0,20.0,25.0,5.0,0.0,True,200000.0,True,160000.0,212.8964,1,2023,Siquijor,True,True,True,True,False
2012,Central Visayas,1653,2,Spouse,Male,45,5,Sep,2023,Married,College graduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Sea,East Asia,11,True,Plant and machine operators and assemblers,Transportation and Storage,70000,50,False,Still Abroad,0,Still Abroad,Aug,2024,With Remittance,150000.0,Bank,ACD,70.0,0.0,25.0,5.0,0.0,True,100000.0,False,0.0,100.496,1,2023,Siquijor,True,False,True,True,False
2013,Central Visayas,1654,4,Parent,Male,61,4,Jul,2023,Widowed,College graduate,Service and sales workers,OFW with contract,Sea,America,5,True,Plant and machine operators and assemblers,Transportation and Storage,146000,24,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,120000.0,Bank,ACD,75.0,0.0,20.0,5.0,0.0,True,500000.0,True,100000.0,110.3999,1,2023,Siquijor,True,False,True,True,False
2014,Central Visayas,1655,2,Child,Male,44,6,Jan,2021,Married,College graduate,Service and sales workers,OFW with contract,Sea,United Arab Emirates,4,True,Plant and machine operators and assemblers,Transportation and Storage,50000,30,True,May,2021,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,135.0539,2,2023,Siquijor,False,False,False,False,False
2015,Central Visayas,1656,3,Child,Male,33,4,Nov,2022,Single,College graduate,Service and sales workers,OFW with contract,Sea,Europe,5,True,Service and sales workers,Transportation and Storage,35000,29,True,Apr,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,50000.0,False,0.0,216.3739,1,2023,Siquijor,False,False,False,False,False
2016,Central Visayas,1657,81,Other relative,Female,28,3,Jan,2022,Married,Junior high graduate,Elementary Occupations,Immigrant,Unknown / Not Reported,America,12,True,Elementary Occupations,Manufacturing,30000,36,True,Apr,2023,Visit friends and relatives,Already Returned,0,With Remittance,65000.0,Bank,ABCD,50.0,30.0,10.0,10.0,0.0,True,50000.0,True,4000.0,162.0238,0,2023,Siquijor,True,True,True,True,False
2017,Central Visayas,1658,3,Child,Male,33,3,Jun,2022,Single,Post secondary graduate,Service and sales workers,OFW with contract,Sea,Europe,6,True,Service and sales workers,Transportation and Storage,35000,18,True,Nov,2022,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,216.3739,2,2023,Siquijor,False,False,False,False,False
2018,Central Visayas,1659,3,Child,Male,31,3,Mar,2023,Single,College graduate,Technicians and associate professionals,OFW with contract,Sea,Western Asia,9,True,Plant and machine operators and assemblers,Transportation and Storage,80000,36,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,120000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,221.367,1,2023,Siquijor,True,False,False,False,False
2019,Central Visayas,1659,6,Spouse's child,Male,31,2,Apr,2023,Married,College graduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Sea,SE & SC Asia,8,True,Plant and machine operators and assemblers,Transportation and Storage,70000,24,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,304000.0,Bank,AB,80.0,20.0,0.0,0.0,0.0,False,0.0,False,0.0,221.367,1,2023,Siquijor,True,True,False,False,False
2020,Central Visayas,1660,81,Child,Male,34,1,Apr,2023,Single,College graduate,Service and sales workers,OFW with contract,Sea,Australia,8,True,Technicians and associate professionals,Transportation and Storage,40000,5,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,120000.0,Bank,AB,50.0,50.0,0.0,0.0,0.0,False,0.0,False,0.0,165.6501,1,2023,Siquijor,True,True,False,False,False
2021,Central Visayas,1661,81,Parent,Male,54,1,Aug,2023,Married,College undergraduate,Craft and related trades worker,Immigrant,Not Applicable (Unemployed),America,88,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,False,Still Abroad,0,Still Abroad,Indefinite,8888,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,160.7942,0,2023,Siquijor,False,False,False,False,False
2022,Central Visayas,1661,82,Parent,Female,54,1,Aug,2022,Married,Post secondary graduate,Service and sales workers,Immigrant,Not Applicable (Unemployed),America,88,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,False,Still Abroad,0,Still Abroad,Indefinite,8888,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,160.7942,0,2023,Siquijor,False,False,False,False,False
2023,Central Visayas,1662,2,Spouse,Male,51,5,Jan,2023,Married,College graduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Land,Europe,11,True,Plant and machine operators and assemblers,Manufacturing,110500,55,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,158000.0,Money Transfer Services,ABC,50.0,30.0,20.0,0.0,0.0,False,0.0,False,0.0,109.1085,1,2023,Siquijor,True,True,True,False,False
2024,Central Visayas,1663,81,Child,Female,41,1,Jul,2019,Single,College graduate,Manager,OFW with contract,Land,America,60,True,Clerical support workers,Transportation and Storage,150000,50,False,Still Abroad,0,Still Abroad,Jul,2024,With Remittance,10000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,True,15000.0,600.8322,1,2023,Cebu City,True,False,False,False,False
2025,Central Visayas,1664,3,Other relative,Female,38,1,Jun,2021,Separated,College graduate,Service and sales workers,OFW with contract,Land,United Arab Emirates,29,True,Elementary Occupations,Other Service Activities,15000,27,False,Still Abroad,0,Still Abroad,Nov,2023,With Remittance,90000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,493.7358,1,2023,Cebu City,True,False,False,False,False
2026,Central Visayas,1665,2,Spouse,Male,46,2,Jul,2023,Married,College graduate,Professionals,OFW with contract,Land,Singapore,24,True,Professionals,Manufacturing,50000,25,False,Still Abroad,0,Still Abroad,Jul,2025,With Remittance,100000.0,Bank,ACD,50.0,0.0,30.0,20.0,0.0,False,0.0,False,0.0,723.6703,1,2023,Cebu City,True,False,True,True,False
2027,Central Visayas,1666,1,Head,Female,36,3,Aug,2023,Single,College graduate,Clerical support workers,Tourist,Not Applicable (Unemployed),Hongkong,0,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Sep,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,438.5239,2,2023,Cebu City,False,False,False,False,False
